Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
40812,85,82,64,96.47,78.05,78.05
40813,69,61,87,88.41,100,100
40814,66,61,72,92.42,100,100
40815,63,89,67,100,75.28,75.28
40816,80,72,55,90,76.39,76.39
40817,59,69,77,100,100,100
40818,67,73,62,100,84.93,84.93
40819,92,65,64,70.65,98.46,98.46
40820,84,77,81,91.67,100,100
40821,57,86,64,100,74.42,74.42
40822,66,69,62,100,89.86,89.86
40823,74,75,71,100,94.67,94.67
40824,70,72,61,100,84.72,84.72
40825,76,68,65,89.47,95.59,95.59
40826,71,78,73,100,93.59,93.59
40827,54,65,68,100,100,100
40828,73,75,56,100,74.67,74.67
40829,68,65,74,95.59,100,100
40830,74,84,76,100,90.48,90.48
40831,77,52,65,67.53,100,100
40832,71,65,89,91.55,100,100
40833,87,65,67,74.71,100,100
40834,86,66,64,76.74,96.97,96.97
40835,72,76,61,100,80.26,80.26
40836,76,75,70,98.68,93.33,93.33
40837,67,77,76,100,98.7,98.7
40838,67,61,70,91.04,100,100
40839,77,69,77,89.61,100,100
40840,74,66,72,89.19,100,100
40841,70,80,68,100,85,85
40842,72,62,64,86.11,100,100
40843,75,59,72,78.67,100,100
40844,71,74,70,100,94.59,94.59
40845,60,75,80,100,100,100
40846,81,76,71,93.83,93.42,93.42
40847,74,70,71,94.59,100,100
40848,83,87,47,100,54.02,54.02
40849,73,66,66,90.41,100,100
40850,71,76,61,100,80.26,80.26
40851,67,64,67,95.52,100,100
40852,67,72,70,100,97.22,97.22
40853,80,83,65,100,78.31,78.31
40854,83,59,53,71.08,89.83,89.83
40855,77,85,61,100,71.76,71.76
40856,74,80,68,100,85,85
40857,75,78,58,100,74.36,74.36
40858,80,61,51,76.25,83.61,83.61
40859,64,70,75,100,100,100
40860,79,63,87,79.75,100,100
40861,68,69,87,100,100,100
40862,78,71,65,91.03,91.55,91.55
40863,76,62,47,81.58,75.81,75.81
40864,55,69,89,100,100,100
40865,75,57,80,76,100,100
40866,77,70,70,90.91,100,100
40867,74,66,78,89.19,100,100
40868,64,66,64,100,96.97,96.97
40869,70,82,69,100,84.15,84.15
40870,71,66,63,92.96,95.45,95.45
40871,83,69,62,83.13,89.86,89.86
40872,75,75,64,100,85.33,85.33
40873,76,67,74,88.16,100,100
40874,72,71,56,98.61,78.87,78.87
40875,70,68,72,97.14,100,100
40876,60,72,65,100,90.28,90.28
40877,64,68,54,100,79.41,79.41
40878,62,86,77,100,89.53,89.53
40879,69,58,63,84.06,100,100
40880,64,70,71,100,100,100
40881,78,83,80,100,96.39,96.39
40882,71,86,76,100,88.37,88.37
40883,71,70,81,98.59,100,100
40884,59,79,71,100,89.87,89.87
40885,64,78,72,100,92.31,92.31
40886,66,83,73,100,87.95,87.95
40887,50,64,66,100,100,100
40888,73,65,80,89.04,100,100
40889,74,80,69,100,86.25,86.25
40890,70,79,73,100,92.41,92.41
40891,76,83,80,100,96.39,96.39
40892,81,76,79,93.83,100,100
40893,85,63,64,74.12,100,100
40894,63,65,64,100,98.46,98.46
40895,70,80,59,100,73.75,73.75
40896,55,76,69,100,90.79,90.79
40897,74,71,87,95.95,100,100
40898,77,69,79,89.61,100,100
40899,63,75,79,100,100,100
40900,77,67,77,87.01,100,100
40901,78,68,69,87.18,100,100
40902,61,83,62,100,74.7,74.7
40903,68,80,83,100,100,100
40904,67,71,76,100,100,100
40905,72,78,63,100,80.77,80.77
40906,65,66,70,100,100,100
40907,82,68,62,82.93,91.18,91.18
40908,68,66,75,97.06,100,100
40909,63,80,79,100,98.75,98.75
40910,75,74,78,98.67,100,100
40911,54,68,74,100,100,100
40912,77,74,90,96.1,100,100
40913,64,70,60,100,85.71,85.71
40914,70,63,66,90,100,100
40915,72,70,58,97.22,82.86,82.86
40916,69,64,67,92.75,100,100
40917,66,88,74,100,84.09,84.09
40918,90,65,82,72.22,100,100
40919,64,61,75,95.31,100,100
40920,77,65,67,84.42,100,100
40921,71,59,64,83.1,100,100
40922,58,81,72,100,88.89,88.89
40923,68,64,85,94.12,100,100
40924,61,45,73,73.77,100,100
40925,71,87,79,100,90.8,90.8
40926,58,69,74,100,100,100
40927,79,72,77,91.14,100,100
40928,74,59,71,79.73,100,100
40929,65,67,58,100,86.57,86.57
40930,78,69,74,88.46,100,100
40931,67,71,72,100,100,100
40932,69,74,64,100,86.49,86.49
40933,72,64,70,88.89,100,100
40934,70,69,58,98.57,84.06,84.06
40935,66,61,73,92.42,100,100
40936,82,62,75,75.61,100,100
40937,66,81,70,100,86.42,86.42
40938,88,87,79,98.86,90.8,90.8
40939,76,80,71,100,88.75,88.75
40940,68,61,77,89.71,100,100
40941,71,66,80,92.96,100,100
40942,81,72,73,88.89,100,100
40943,77,81,82,100,100,100
40944,73,60,50,82.19,83.33,83.33
40945,78,71,57,91.03,80.28,80.28
40946,89,86,78,96.63,90.7,90.7
40947,64,62,78,96.88,100,100
40948,64,73,56,100,76.71,76.71
40949,73,71,65,97.26,91.55,91.55
40950,67,74,79,100,100,100
40951,79,76,71,96.2,93.42,93.42
40952,64,80,75,100,93.75,93.75
40953,71,70,69,98.59,98.57,98.57
40954,82,79,67,96.34,84.81,84.81
40955,69,68,65,98.55,95.59,95.59
40956,55,74,83,100,100,100
40957,67,80,70,100,87.5,87.5
40958,66,87,69,100,79.31,79.31
40959,72,83,71,100,85.54,85.54
40960,82,83,65,100,78.31,78.31
40961,76,87,66,100,75.86,75.86
40962,64,80,79,100,98.75,98.75
40963,76,70,83,92.11,100,100
40964,80,69,64,86.25,92.75,92.75
40965,71,70,77,98.59,100,100
40966,73,68,84,93.15,100,100
40967,89,76,65,85.39,85.53,85.53
40968,75,65,84,86.67,100,100
40969,84,72,80,85.71,100,100
40970,73,75,77,100,100,100
40971,54,85,60,100,70.59,70.59
40972,71,69,81,97.18,100,100
40973,67,77,82,100,100,100
40974,70,65,78,92.86,100,100
40975,72,74,80,100,100,100
40976,77,77,74,100,96.1,96.1
40977,70,70,68,100,97.14,97.14
40978,74,68,67,91.89,98.53,98.53
40979,76,73,53,96.05,72.6,72.6
40980,60,70,63,100,90,90
40981,75,71,59,94.67,83.1,83.1
40982,72,64,78,88.89,100,100
40983,60,77,75,100,97.4,97.4
40984,89,83,68,93.26,81.93,81.93
40985,75,76,90,100,100,100
40986,69,86,84,100,97.67,97.67
40987,89,62,74,69.66,100,100
40988,79,59,72,74.68,100,100
40989,77,62,83,80.52,100,100
40990,49,68,62,100,91.18,91.18
40991,65,72,57,100,79.17,79.17
40992,80,70,58,87.5,82.86,82.86
40993,70,73,58,100,79.45,79.45
40994,79,97,73,100,75.26,75.26
40995,60,71,61,100,85.92,85.92
40996,69,70,68,100,97.14,97.14
40997,64,89,78,100,87.64,87.64
40998,93,75,70,80.65,93.33,93.33
40999,70,69,61,98.57,88.41,88.41
41000,76,91,87,100,95.6,95.6
41001,95,77,74,81.05,96.1,96.1
41002,75,75,55,100,73.33,73.33
41003,79,68,67,86.08,98.53,98.53
41004,80,75,77,93.75,100,100
41005,67,72,67,100,93.06,93.06
41006,56,75,65,100,86.67,86.67
41007,85,54,64,63.53,100,100
41008,66,60,82,90.91,100,100
41009,79,84,71,100,84.52,84.52
41010,64,67,64,100,95.52,95.52
41011,71,71,63,100,88.73,88.73
41012,58,66,69,100,100,100
41013,75,60,60,80,100,100
41014,65,85,75,100,88.24,88.24
41015,65,64,79,98.46,100,100
41016,79,55,61,69.62,100,100
41017,67,66,67,98.51,100,100
41018,75,71,73,94.67,100,100
41019,57,88,74,100,84.09,84.09
41020,71,58,79,81.69,100,100
41021,79,64,66,81.01,100,100
41022,83,67,70,80.72,100,100
41023,80,74,72,92.5,97.3,97.3
41024,62,87,82,100,94.25,94.25
41025,60,77,70,100,90.91,90.91
41026,69,74,80,100,100,100
41027,72,77,60,100,77.92,77.92
41028,80,66,73,82.5,100,100
41029,74,78,58,100,74.36,74.36
41030,74,79,68,100,86.08,86.08
41031,74,75,74,100,98.67,98.67
41032,63,70,76,100,100,100
41033,64,80,62,100,77.5,77.5
41034,65,77,63,100,81.82,81.82
41035,67,55,80,82.09,100,100
41036,68,66,74,97.06,100,100
41037,74,88,72,100,81.82,81.82
41038,77,62,74,80.52,100,100
41039,69,69,55,100,79.71,79.71
41040,77,60,98,77.92,100,100
41041,73,61,70,83.56,100,100
41042,81,60,76,74.07,100,100
41043,68,71,72,100,100,100
41044,74,65,64,87.84,98.46,98.46
41045,92,77,64,83.7,83.12,83.12
41046,83,93,82,100,88.17,88.17
41047,73,71,72,97.26,100,100
41048,61,71,65,100,91.55,91.55
41049,69,77,79,100,100,100
41050,56,67,60,100,89.55,89.55
41051,66,63,74,95.45,100,100
41052,78,72,68,92.31,94.44,94.44
41053,76,65,76,85.53,100,100
41054,72,69,66,95.83,95.65,95.65
41055,46,75,81,100,100,100
41056,77,60,57,77.92,95,95
41057,75,67,67,89.33,100,100
41058,75,67,69,89.33,100,100
41059,66,71,70,100,98.59,98.59
41060,61,87,64,100,73.56,73.56
41061,75,68,58,90.67,85.29,85.29
41062,71,79,77,100,97.47,97.47
41063,59,68,69,100,100,100
41064,58,68,46,100,67.65,67.65
41065,70,57,78,81.43,100,100
41066,61,69,71,100,100,100
41067,74,64,83,86.49,100,100
41068,77,76,74,98.7,97.37,97.37
41069,69,66,58,95.65,87.88,87.88
41070,86,64,69,74.42,100,100
41071,70,78,66,100,84.62,84.62
41072,65,68,59,100,86.76,86.76
41073,73,80,77,100,96.25,96.25
41074,63,72,89,100,100,100
41075,65,64,59,98.46,92.19,92.19
41076,62,59,77,95.16,100,100
41077,78,72,82,92.31,100,100
41078,74,69,72,93.24,100,100
41079,71,62,74,87.32,100,100
41080,75,61,87,81.33,100,100
41081,78,67,68,85.9,100,100
41082,70,79,76,100,96.2,96.2
41083,58,64,76,100,100,100
41084,65,55,62,84.62,100,100
41085,64,57,78,89.06,100,100
41086,66,78,70,100,89.74,89.74
41087,68,79,71,100,89.87,89.87
41088,74,63,61,85.14,96.83,96.83
41089,68,74,71,100,95.95,95.95
41090,82,81,68,98.78,83.95,83.95
41091,81,79,69,97.53,87.34,87.34
41092,49,77,69,100,89.61,89.61
41093,89,70,67,78.65,95.71,95.71
41094,77,73,57,94.81,78.08,78.08
41095,56,75,72,100,96,96
41096,59,62,84,100,100,100
41097,70,74,59,100,79.73,79.73
41098,56,75,67,100,89.33,89.33
41099,80,68,87,85,100,100
41100,83,74,69,89.16,93.24,93.24
41101,64,66,60,100,90.91,90.91
41102,69,67,72,97.1,100,100
41103,59,76,68,100,89.47,89.47
41104,72,75,71,100,94.67,94.67
41105,66,73,69,100,94.52,94.52
41106,78,61,65,78.21,100,100
41107,73,64,84,87.67,100,100
41108,56,78,64,100,82.05,82.05
41109,53,82,66,100,80.49,80.49
41110,62,78,80,100,100,100
41111,55,78,72,100,92.31,92.31
41112,75,67,69,89.33,100,100
41113,78,94,91,100,96.81,96.81
41114,58,71,64,100,90.14,90.14
41115,68,74,54,100,72.97,72.97
41116,69,57,72,82.61,100,100
41117,83,78,73,93.98,93.59,93.59
41118,71,85,71,100,83.53,83.53
41119,78,79,79,100,100,100
41120,70,75,67,100,89.33,89.33
41121,69,80,81,100,100,100
41122,67,54,89,80.6,100,100
41123,76,68,66,89.47,97.06,97.06
41124,64,65,75,100,100,100
41125,63,71,74,100,100,100
41126,77,77,64,100,83.12,83.12
41127,70,64,70,91.43,100,100
41128,77,74,57,96.1,77.03,77.03
41129,78,67,75,85.9,100,100
41130,82,72,68,87.8,94.44,94.44
41131,90,69,65,76.67,94.2,94.2
41132,71,63,78,88.73,100,100
41133,73,70,76,95.89,100,100
41134,78,62,64,79.49,100,100
41135,60,64,66,100,100,100
41136,80,83,78,100,93.98,93.98
41137,82,70,56,85.37,80,80
41138,69,79,73,100,92.41,92.41
41139,78,86,60,100,69.77,69.77
41140,90,90,62,100,68.89,68.89
41141,58,66,73,100,100,100
41142,82,78,84,95.12,100,100
41143,68,76,79,100,100,100
41144,73,62,68,84.93,100,100
41145,89,85,69,95.51,81.18,81.18
41146,85,69,71,81.18,100,100
41147,66,72,73,100,100,100
41148,71,88,85,100,96.59,96.59
41149,75,59,68,78.67,100,100
41150,75,93,61,100,65.59,65.59
41151,78,67,72,85.9,100,100
41152,69,64,78,92.75,100,100
41153,72,70,64,97.22,91.43,91.43
41154,68,77,62,100,80.52,80.52
41155,82,77,67,93.9,87.01,87.01
41156,67,82,84,100,100,100
41157,56,74,67,100,90.54,90.54
41158,65,78,70,100,89.74,89.74
41159,80,73,77,91.25,100,100
41160,63,92,67,100,72.83,72.83
41161,75,66,65,88,98.48,98.48
41162,71,75,92,100,100,100
41163,61,79,79,100,100,100
41164,74,77,58,100,75.32,75.32
41165,67,78,67,100,85.9,85.9
41166,73,78,65,100,83.33,83.33
41167,70,57,74,81.43,100,100
41168,63,79,67,100,84.81,84.81
41169,56,73,58,100,79.45,79.45
41170,71,71,75,100,100,100
41171,73,63,68,86.3,100,100
41172,70,79,78,100,98.73,98.73
41173,59,58,62,98.31,100,100
41174,65,78,77,100,98.72,98.72
41175,66,75,81,100,100,100
41176,73,70,60,95.89,85.71,85.71
41177,66,79,80,100,100,100
41178,70,73,64,100,87.67,87.67
41179,77,65,69,84.42,100,100
41180,63,76,66,100,86.84,86.84
41181,73,65,63,89.04,96.92,96.92
41182,88,73,89,82.95,100,100
41183,77,71,81,92.21,100,100
41184,77,69,77,89.61,100,100
41185,66,76,79,100,100,100
41186,73,81,63,100,77.78,77.78
41187,74,77,57,100,74.03,74.03
41188,77,78,74,100,94.87,94.87
41189,72,72,72,100,100,100
41190,72,62,61,86.11,98.39,98.39
41191,67,77,63,100,81.82,81.82
41192,72,78,67,100,85.9,85.9
41193,52,91,55,100,60.44,60.44
41194,66,83,75,100,90.36,90.36
41195,74,81,68,100,83.95,83.95
41196,64,71,57,100,80.28,80.28
41197,76,74,71,97.37,95.95,95.95
41198,66,59,70,89.39,100,100
41199,66,67,74,100,100,100
41200,74,69,79,93.24,100,100
41201,78,75,75,96.15,100,100
41202,79,69,65,87.34,94.2,94.2
41203,74,68,74,91.89,100,100
41204,62,55,68,88.71,100,100
41205,74,77,80,100,100,100
41206,72,67,80,93.06,100,100
41207,72,72,50,100,69.44,69.44
41208,67,80,65,100,81.25,81.25
41209,82,57,70,69.51,100,100
41210,81,65,83,80.25,100,100
41211,59,63,75,100,100,100
41212,71,71,65,100,91.55,91.55
41213,73,75,59,100,78.67,78.67
41214,76,67,74,88.16,100,100
41215,73,75,98,100,100,100
41216,82,77,73,93.9,94.81,94.81
41217,68,50,70,73.53,100,100
41218,59,74,63,100,85.14,85.14
41219,91,73,73,80.22,100,100
41220,80,64,93,80,100,100
41221,72,89,86,100,96.63,96.63
41222,59,59,74,100,100,100
41223,75,88,65,100,73.86,73.86
41224,82,61,74,74.39,100,100
41225,53,62,71,100,100,100
41226,62,65,73,100,100,100
41227,79,57,52,72.15,91.23,91.23
41228,69,70,85,100,100,100
41229,68,73,60,100,82.19,82.19
41230,81,82,81,100,98.78,98.78
41231,74,61,78,82.43,100,100
41232,69,68,77,98.55,100,100
41233,69,73,73,100,100,100
41234,72,56,68,77.78,100,100
41235,60,73,66,100,90.41,90.41
41236,80,84,68,100,80.95,80.95
41237,67,60,67,89.55,100,100
41238,85,62,75,72.94,100,100
41239,72,66,67,91.67,100,100
41240,74,84,55,100,65.48,65.48
41241,65,55,70,84.62,100,100
41242,76,77,66,100,85.71,85.71
41243,89,64,79,71.91,100,100
41244,76,68,76,89.47,100,100
41245,60,62,69,100,100,100
41246,65,73,72,100,98.63,98.63
41247,63,80,72,100,90,90
41248,75,80,81,100,100,100
41249,76,74,68,97.37,91.89,91.89
41250,73,60,80,82.19,100,100
41251,64,74,73,100,98.65,98.65
41252,73,55,71,75.34,100,100
41253,78,77,75,98.72,97.4,97.4
41254,67,63,76,94.03,100,100
41255,62,71,75,100,100,100
41256,71,70,61,98.59,87.14,87.14
41257,62,50,69,80.65,100,100
41258,79,56,72,70.89,100,100
41259,68,80,55,100,68.75,68.75
41260,75,73,65,97.33,89.04,89.04
41261,86,67,76,77.91,100,100
41262,54,76,75,100,98.68,98.68
41263,78,69,71,88.46,100,100
41264,76,67,79,88.16,100,100
41265,62,67,66,100,98.51,98.51
41266,73,59,75,80.82,100,100
41267,73,66,71,90.41,100,100
41268,48,87,73,100,83.91,83.91
41269,65,73,82,100,100,100
41270,68,75,58,100,77.33,77.33
41271,77,68,61,88.31,89.71,89.71
41272,89,84,65,94.38,77.38,77.38
41273,66,65,84,98.48,100,100
41274,64,69,59,100,85.51,85.51
41275,82,73,82,89.02,100,100
41276,78,66,59,84.62,89.39,89.39
41277,67,75,71,100,94.67,94.67
41278,64,73,74,100,100,100
41279,71,67,72,94.37,100,100
41280,64,81,65,100,80.25,80.25
41281,72,61,65,84.72,100,100
41282,74,69,76,93.24,100,100
41283,67,77,67,100,87.01,87.01
41284,75,75,79,100,100,100
41285,79,66,60,83.54,90.91,90.91
41286,74,79,81,100,100,100
41287,58,61,80,100,100,100
41288,78,56,81,71.79,100,100
41289,80,67,63,83.75,94.03,94.03
41290,68,79,71,100,89.87,89.87
41291,74,76,70,100,92.11,92.11
41292,65,64,72,98.46,100,100
41293,75,72,76,96,100,100
41294,69,68,67,98.55,98.53,98.53
41295,86,73,71,84.88,97.26,97.26
41296,71,72,79,100,100,100
41297,64,79,72,100,91.14,91.14
41298,81,64,71,79.01,100,100
41299,88,65,87,73.86,100,100
41300,73,71,68,97.26,95.77,95.77
41301,72,61,83,84.72,100,100
41302,71,58,60,81.69,100,100
41303,76,77,70,100,90.91,90.91
41304,68,52,75,76.47,100,100
41305,68,78,69,100,88.46,88.46
41306,70,69,77,98.57,100,100
41307,63,70,64,100,91.43,91.43
41308,65,68,47,100,69.12,69.12
41309,68,66,84,97.06,100,100
41310,75,64,86,85.33,100,100
41311,70,74,72,100,97.3,97.3
41312,61,79,70,100,88.61,88.61
41313,73,75,72,100,96,96
41314,68,73,83,100,100,100
41315,71,73,77,100,100,100
41316,76,70,52,92.11,74.29,74.29
41317,55,69,70,100,100,100
41318,69,76,83,100,100,100
41319,83,68,76,81.93,100,100
41320,72,63,75,87.5,100,100
41321,66,73,74,100,100,100
41322,58,70,54,100,77.14,77.14
41323,60,70,70,100,100,100
41324,84,71,70,84.52,98.59,98.59
41325,76,59,60,77.63,100,100
41326,63,76,61,100,80.26,80.26
41327,82,75,71,91.46,94.67,94.67
41328,79,64,66,81.01,100,100
41329,70,79,62,100,78.48,78.48
41330,63,75,67,100,89.33,89.33
41331,80,80,73,100,91.25,91.25
41332,57,76,74,100,97.37,97.37
41333,70,80,55,100,68.75,68.75
41334,72,96,65,100,67.71,67.71
41335,74,73,64,98.65,87.67,87.67
41336,82,78,63,95.12,80.77,80.77
41337,69,80,62,100,77.5,77.5
41338,61,70,75,100,100,100
41339,81,66,66,81.48,100,100
41340,60,72,70,100,97.22,97.22
41341,77,67,81,87.01,100,100
41342,73,74,63,100,85.14,85.14
41343,64,63,88,98.44,100,100
41344,57,60,71,100,100,100
41345,75,75,58,100,77.33,77.33
41346,75,70,64,93.33,91.43,91.43
41347,74,81,83,100,100,100
41348,60,64,59,100,92.19,92.19
41349,82,52,67,63.41,100,100
41350,48,62,75,100,100,100
41351,63,66,96,100,100,100
41352,59,82,78,100,95.12,95.12
41353,77,77,63,100,81.82,81.82
41354,71,68,65,95.77,95.59,95.59
41355,83,62,57,74.7,91.94,91.94
41356,66,65,78,98.48,100,100
41357,84,56,72,66.67,100,100
41358,89,66,68,74.16,100,100
41359,72,63,61,87.5,96.83,96.83
41360,64,85,70,100,82.35,82.35
41361,68,92,73,100,79.35,79.35
41362,64,70,65,100,92.86,92.86
41363,68,63,64,92.65,100,100
41364,71,72,54,100,75,75
41365,70,87,63,100,72.41,72.41
41366,63,58,90,92.06,100,100
41367,75,66,91,88,100,100
41368,77,62,68,80.52,100,100
41369,71,65,61,91.55,93.85,93.85
41370,55,70,85,100,100,100
41371,75,66,79,88,100,100
41372,60,72,69,100,95.83,95.83
41373,77,68,88,88.31,100,100
41374,69,68,73,98.55,100,100
41375,70,77,74,100,96.1,96.1
41376,67,84,58,100,69.05,69.05
41377,74,61,58,82.43,95.08,95.08
41378,78,66,63,84.62,95.45,95.45
41379,68,75,60,100,80,80
41380,76,79,64,100,81.01,81.01
41381,81,72,61,88.89,84.72,84.72
41382,77,66,69,85.71,100,100
41383,70,68,70,97.14,100,100
41384,61,61,68,100,100,100
41385,80,81,78,100,96.3,96.3
41386,74,66,63,89.19,95.45,95.45
41387,65,62,63,95.38,100,100
41388,61,73,73,100,100,100
41389,71,76,75,100,98.68,98.68
41390,65,66,71,100,100,100
41391,65,75,71,100,94.67,94.67
41392,83,71,88,85.54,100,100
41393,66,72,64,100,88.89,88.89
41394,65,93,75,100,80.65,80.65
41395,60,83,57,100,68.67,68.67
41396,70,84,71,100,84.52,84.52
41397,68,54,67,79.41,100,100
41398,66,77,70,100,90.91,90.91
41399,68,63,74,92.65,100,100
41400,69,69,77,100,100,100
41401,71,51,68,71.83,100,100
41402,67,75,64,100,85.33,85.33
41403,71,57,72,80.28,100,100
41404,71,72,83,100,100,100
41405,67,82,67,100,81.71,81.71
41406,69,72,66,100,91.67,91.67
41407,76,76,65,100,85.53,85.53
41408,78,75,82,96.15,100,100
41409,78,81,71,100,87.65,87.65
41410,84,77,88,91.67,100,100
41411,61,63,79,100,100,100
41412,71,62,75,87.32,100,100
41413,64,78,66,100,84.62,84.62
41414,74,68,75,91.89,100,100
41415,82,55,75,67.07,100,100
41416,76,68,66,89.47,97.06,97.06
41417,66,76,71,100,93.42,93.42
41418,85,66,88,77.65,100,100
41419,83,72,77,86.75,100,100
41420,64,70,68,100,97.14,97.14
41421,70,87,80,100,91.95,91.95
41422,84,67,72,79.76,100,100
41423,79,72,76,91.14,100,100
41424,57,68,67,100,98.53,98.53
41425,81,63,89,77.78,100,100
41426,75,69,61,92,88.41,88.41
41427,71,65,65,91.55,100,100
41428,73,84,60,100,71.43,71.43
41429,76,80,80,100,100,100
41430,70,83,63,100,75.9,75.9
41431,67,64,76,95.52,100,100
41432,74,73,62,98.65,84.93,84.93
41433,66,66,85,100,100,100
41434,68,80,63,100,78.75,78.75
41435,78,66,56,84.62,84.85,84.85
41436,50,71,69,100,97.18,97.18
41437,68,63,79,92.65,100,100
41438,74,61,83,82.43,100,100
41439,74,69,75,93.24,100,100
41440,77,84,62,100,73.81,73.81
41441,71,81,100,100,100,100
41442,62,77,66,100,85.71,85.71
41443,68,86,68,100,79.07,79.07
41444,62,69,71,100,100,100
41445,73,55,71,75.34,100,100
41446,67,63,67,94.03,100,100
41447,77,46,74,59.74,100,100
41448,54,68,87,100,100,100
41449,77,86,69,100,80.23,80.23
41450,75,76,78,100,100,100
41451,64,73,63,100,86.3,86.3
41452,86,62,84,72.09,100,100
41453,67,71,54,100,76.06,76.06
41454,68,64,57,94.12,89.06,89.06
41455,54,68,57,100,83.82,83.82
41456,69,61,68,88.41,100,100
41457,67,57,81,85.07,100,100
41458,71,81,81,100,100,100
41459,81,92,59,100,64.13,64.13
41460,71,79,80,100,100,100
41461,78,70,70,89.74,100,100
41462,76,69,75,90.79,100,100
41463,78,78,76,100,97.44,97.44
41464,78,78,62,100,79.49,79.49
41465,72,79,70,100,88.61,88.61
41466,65,67,69,100,100,100
41467,65,81,64,100,79.01,79.01
41468,74,57,67,77.03,100,100
41469,83,73,76,87.95,100,100
41470,62,65,63,100,96.92,96.92
41471,70,83,69,100,83.13,83.13
41472,71,55,73,77.46,100,100
41473,65,72,76,100,100,100
41474,78,78,81,100,100,100
41475,85,51,57,60,100,100
41476,58,73,96,100,100,100
41477,75,79,77,100,97.47,97.47
41478,76,71,72,93.42,100,100
41479,61,71,71,100,100,100
41480,69,66,63,95.65,95.45,95.45
41481,58,77,76,100,98.7,98.7
41482,68,73,66,100,90.41,90.41
41483,87,74,78,85.06,100,100
41484,73,62,73,84.93,100,100
41485,69,63,63,91.3,100,100
41486,61,83,69,100,83.13,83.13
41487,57,68,69,100,100,100
41488,83,72,79,86.75,100,100
41489,83,63,65,75.9,100,100
41490,82,77,67,93.9,87.01,87.01
41491,67,82,73,100,89.02,89.02
41492,69,60,80,86.96,100,100
41493,70,82,89,100,100,100
41494,71,73,54,100,73.97,73.97
41495,86,62,73,72.09,100,100
41496,54,81,64,100,79.01,79.01
41497,75,62,69,82.67,100,100
41498,66,71,59,100,83.1,83.1
41499,72,73,76,100,100,100
41500,79,61,40,77.22,65.57,65.57
41501,67,62,74,92.54,100,100
41502,76,70,62,92.11,88.57,88.57
41503,69,66,90,95.65,100,100
41504,84,72,71,85.71,98.61,98.61
41505,87,61,61,70.11,100,100
41506,74,68,75,91.89,100,100
41507,74,76,79,100,100,100
41508,73,76,60,100,78.95,78.95
41509,77,66,63,85.71,95.45,95.45
41510,83,75,74,90.36,98.67,98.67
41511,75,79,73,100,92.41,92.41
41512,78,58,78,74.36,100,100
41513,67,64,71,95.52,100,100
41514,89,62,67,69.66,100,100
41515,82,76,66,92.68,86.84,86.84
41516,71,79,64,100,81.01,81.01
41517,78,63,64,80.77,100,100
41518,65,76,66,100,86.84,86.84
41519,67,67,57,100,85.07,85.07
41520,61,69,70,100,100,100
41521,75,65,79,86.67,100,100
41522,84,54,76,64.29,100,100
41523,72,66,80,91.67,100,100
41524,85,61,82,71.76,100,100
41525,55,78,62,100,79.49,79.49
41526,87,72,71,82.76,98.61,98.61
41527,79,68,91,86.08,100,100
41528,65,77,59,100,76.62,76.62
41529,77,78,71,100,91.03,91.03
41530,71,63,68,88.73,100,100
41531,96,55,69,57.29,100,100
41532,68,73,63,100,86.3,86.3
41533,77,85,58,100,68.24,68.24
41534,78,67,59,85.9,88.06,88.06
41535,71,60,73,84.51,100,100
41536,79,67,68,84.81,100,100
41537,74,85,79,100,92.94,92.94
41538,69,72,83,100,100,100
41539,74,75,76,100,100,100
41540,66,67,74,100,100,100
41541,76,74,58,97.37,78.38,78.38
41542,91,88,78,96.7,88.64,88.64
41543,66,55,59,83.33,100,100
41544,72,71,70,98.61,98.59,98.59
41545,69,66,73,95.65,100,100
41546,60,63,72,100,100,100
41547,67,82,77,100,93.9,93.9
41548,67,68,71,100,100,100
41549,73,71,60,97.26,84.51,84.51
41550,67,68,71,100,100,100
41551,71,68,73,95.77,100,100
41552,80,74,76,92.5,100,100
41553,62,74,73,100,98.65,98.65
41554,86,61,69,70.93,100,100
41555,69,82,93,100,100,100
41556,67,62,66,92.54,100,100
41557,72,65,67,90.28,100,100
41558,74,68,72,91.89,100,100
41559,82,77,65,93.9,84.42,84.42
41560,54,66,64,100,96.97,96.97
41561,68,59,63,86.76,100,100
41562,67,80,69,100,86.25,86.25
41563,72,73,72,100,98.63,98.63
41564,84,75,82,89.29,100,100
41565,76,66,53,86.84,80.3,80.3
41566,69,87,77,100,88.51,88.51
41567,79,83,69,100,83.13,83.13
41568,71,83,64,100,77.11,77.11
41569,67,73,85,100,100,100
41570,76,70,85,92.11,100,100
41571,79,81,68,100,83.95,83.95
41572,69,58,79,84.06,100,100
41573,79,72,64,91.14,88.89,88.89
41574,72,65,77,90.28,100,100
41575,74,70,87,94.59,100,100
41576,70,76,73,100,96.05,96.05
41577,80,65,71,81.25,100,100
41578,75,64,74,85.33,100,100
41579,69,67,65,97.1,97.01,97.01
41580,70,84,70,100,83.33,83.33
41581,72,75,76,100,100,100
41582,73,73,69,100,94.52,94.52
41583,71,68,77,95.77,100,100
41584,64,83,64,100,77.11,77.11
41585,70,55,66,78.57,100,100
41586,65,58,65,89.23,100,100
41587,56,50,75,89.29,100,100
41588,67,75,73,100,97.33,97.33
